"","tree","plot","site","species","date","time","week","lwc_bulk","rep","lwc_leaf"
"6024",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"3",-0.225688073394496
"6025",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"3",-0.225688073394496
"6026",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"3",-0.225688073394496
"6027",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"3",-0.225688073394496
"6028",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"3",1.30091743119266
"6029",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"3",1.30091743119266
"6030",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"3",1.30091743119266
"6031",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"3",1.30091743119266
"6032",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"3",NA
"6033",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"3",NA
"6034",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"3",NA
"6035",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"3",NA
"6036",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"3",-0.115596330275229
"6037",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"3",-0.115596330275229
"6038",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"3",-0.115596330275229
"6039",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"3",-0.115596330275229
"6040",2381,"Weathertop","LL","blue oak",2022-04-06,"MD",14,NA,"1",0.821794871794872
"6041",2381,"Weathertop","LL","blue oak",NA,"PD",14,NA,"1",NA
"6042",2381,"Weathertop","LL","blue oak",2022-04-06,"MD",14,NA,"2",0.839735099337748
"6043",2381,"Weathertop","LL","blue oak",NA,"PD",14,NA,"2",NA
"6044",2381,"Weathertop","LL","blue oak",2022-04-06,"MD",14,NA,"3",0.824959481361426
"6045",2381,"Weathertop","LL","blue oak",NA,"PD",14,NA,"3",NA
"6046",2381,"Weathertop","LL","blue oak",2022-04-13,"MD",15,0.401119091364623,"1",-0.0294117647058823
"6047",2381,"Weathertop","LL","blue oak",2022-04-11,"PD",15,0.847608200455581,"1",0.819512195121951
"6048",2381,"Weathertop","LL","blue oak",2022-04-13,"MD",15,0.401119091364623,"2",-0.0296359017781541
"6049",2381,"Weathertop","LL","blue oak",2022-04-11,"PD",15,0.847608200455581,"2",0.83448275862069
"6050",2381,"Weathertop","LL","blue oak",2022-04-13,"MD",15,0.401119091364623,"3",-0.00605143721633905
"6051",2381,"Weathertop","LL","blue oak",2022-04-11,"PD",15,0.847608200455581,"3",0.786138613861386
"6052",2381,"Weathertop","LL","blue oak",2022-04-25,"MD",17,0.830663615560641,"1",NA
"6053",2381,"Weathertop","LL","blue oak",2022-04-25,"PD",17,0.891447368421053,"1",NA
"6054",2381,"Weathertop","LL","blue oak",2022-04-25,"MD",17,0.830663615560641,"2",NA
"6055",2381,"Weathertop","LL","blue oak",2022-04-25,"PD",17,0.891447368421053,"2",NA
"6056",2381,"Weathertop","LL","blue oak",2022-04-25,"MD",17,0.830663615560641,"3",NA
"6057",2381,"Weathertop","LL","blue oak",2022-04-25,"PD",17,0.891447368421053,"3",NA
"6058",2381,"Weathertop","LL","blue oak",2022-05-04,"MD",18,0.773996789727127,"1",NA
"6059",2381,"Weathertop","LL","blue oak",NA,"PD",18,NA,"1",NA
"6060",2381,"Weathertop","LL","blue oak",2022-05-04,"MD",18,0.773996789727127,"2",NA
"6061",2381,"Weathertop","LL","blue oak",NA,"PD",18,NA,"2",NA
"6062",2381,"Weathertop","LL","blue oak",2022-05-04,"MD",18,0.773996789727127,"3",NA
"6063",2381,"Weathertop","LL","blue oak",NA,"PD",18,NA,"3",NA
"6064",2381,"Weathertop","LL","blue oak",2022-05-04,"MD",18,0.773996789727127,"4",NA
"6065",2381,"Weathertop","LL","blue oak",NA,"PD",18,NA,"4",NA
"6066",2381,"Weathertop","LL","blue oak",2022-05-04,"MD",18,0.773996789727127,"5",NA
"6067",2381,"Weathertop","LL","blue oak",NA,"PD",18,NA,"5",NA
"6068",2381,"Weathertop","LL","blue oak",2022-05-04,"MD",18,0.773996789727127,"6",NA
"6069",2381,"Weathertop","LL","blue oak",NA,"PD",18,NA,"6",NA
"6070",2381,"Weathertop","LL","blue oak",NA,"MD",19,NA,"1",NA
"6071",2381,"Weathertop","LL","blue oak",2022-05-09,"PD",19,0.814345991561181,"1",NA
"6072",2381,"Weathertop","LL","blue oak",NA,"MD",19,NA,"2",NA
"6073",2381,"Weathertop","LL","blue oak",2022-05-09,"PD",19,0.814345991561181,"2",NA
"6074",2381,"Weathertop","LL","blue oak",NA,"MD",19,NA,"3",NA
"6075",2381,"Weathertop","LL","blue oak",2022-05-09,"PD",19,0.814345991561181,"3",NA
"6076",2381,"Weathertop","LL","blue oak",NA,"MD",19,NA,"4",NA
"6077",2381,"Weathertop","LL","blue oak",2022-05-09,"PD",19,0.814345991561181,"4",NA
"6078",2381,"Weathertop","LL","blue oak",2022-05-23,"MD",21,0.747482571649884,"1",NA
"6079",2381,"Weathertop","LL","blue oak",2022-05-23,"PD",21,0.87012987012987,"1",NA
"6080",2381,"Weathertop","LL","blue oak",2022-05-23,"MD",21,0.747482571649884,"2",NA
"6081",2381,"Weathertop","LL","blue oak",2022-05-23,"PD",21,0.87012987012987,"2",NA
"6082",2381,"Weathertop","LL","blue oak",2022-05-23,"MD",21,0.747482571649884,"3",NA
"6083",2381,"Weathertop","LL","blue oak",NA,"PD",21,NA,"3",NA
"6084",2381,"Weathertop","LL","blue oak",2022-05-23,"MD",21,0.747482571649884,"4",NA
"6085",2381,"Weathertop","LL","blue oak",NA,"PD",21,NA,"4",NA
"6086",2381,"Weathertop","LL","blue oak",2022-07-19,"MD",29,0.589850057670127,"1",NA
"6087",2381,"Weathertop","LL","blue oak",2022-07-19,"PD",29,0.658724832214765,"1",NA
"6088",2381,"Weathertop","LL","blue oak",2022-07-19,"MD",29,0.589850057670127,"2",NA
"6089",2381,"Weathertop","LL","blue oak",2022-07-19,"PD",29,0.658724832214765,"2",NA
"6090",2381,"Weathertop","LL","blue oak",2022-07-19,"MD",29,0.589850057670127,"3",NA
"6091",2381,"Weathertop","LL","blue oak",2022-07-19,"PD",29,0.658724832214765,"3",NA
"6092",2381,"Weathertop","LL","blue oak",2022-08-18,"MD",33,NA,"1",NA
"6093",2381,"Weathertop","LL","blue oak",2022-08-18,"PD",33,NA,"1",NA
"6094",2381,"Weathertop","LL","blue oak",2022-08-18,"MD",33,NA,"2",NA
"6095",2381,"Weathertop","LL","blue oak",2022-08-18,"PD",33,NA,"2",NA
"6096",2381,"Weathertop","LL","blue oak",NA,"MD",33,NA,"3",NA
"6097",2381,"Weathertop","LL","blue oak",2022-08-18,"PD",33,NA,"3",NA
"6098",2381,"Weathertop","LL","blue oak",2022-03-03,"MD",9,NA,"1",NA
"6099",2381,"Weathertop","LL","blue oak",NA,"PD",9,NA,"1",NA
"6100",2381,"Weathertop","LL","blue oak",2022-03-03,"MD",9,NA,"2",NA
"6101",2381,"Weathertop","LL","blue oak",NA,"PD",9,NA,"2",NA
"6102",2381,"Weathertop","LL","blue oak",2022-03-03,"MD",9,NA,"3",NA
"6103",2381,"Weathertop","LL","blue oak",NA,"PD",9,NA,"3",NA
"6104",2381,"Weathertop","LL","blue oak",2022-03-03,"MD",9,NA,"4",NA
"6105",2381,"Weathertop","LL","blue oak",NA,"PD",9,NA,"4",NA
"6106",2381,"Weathertop","LL","blue oak",2022-03-03,"MD",9,NA,"5",NA
"6107",2381,"Weathertop","LL","blue oak",NA,"PD",9,NA,"5",NA
"6108",2381,"Weathertop","LL","blue oak",2022-03-03,"MD",9,NA,"6",NA
"6109",2381,"Weathertop","LL","blue oak",NA,"PD",9,NA,"6",NA
"6110",2381,"Weathertop","LL","blue oak",2022-03-03,"MD",9,NA,"7",NA
"6111",2381,"Weathertop","LL","blue oak",NA,"PD",9,NA,"7",NA
"6112",2381,"Weathertop","LL","blue oak",NA,"MD",NA,NA,NA,NA
"6113",2381,"Weathertop","LL","blue oak",NA,"PD",NA,NA,NA,0.847608200455581
"6114",2382,"Weathertop","LL","blue oak",2022-03-08,"MD",10,1.57671641791045,"1",1.42857142857143
"6115",2382,"Weathertop","LL","blue oak",2022-03-08,"PD",10,2.0256880733945,"1",NA
"6116",2382,"Weathertop","LL","blue oak",2022-03-08,"MD",10,1.57671641791045,"2",1.45510204081633
"6117",2382,"Weathertop","LL","blue oak",2022-03-08,"PD",10,2.0256880733945,"2",NA
"6118",2382,"Weathertop","LL","blue oak",2022-03-08,"MD",10,1.57671641791045,"3",1.44266666666667
"6119",2382,"Weathertop","LL","blue oak",2022-03-08,"PD",10,2.0256880733945,"3",NA
"6120",2382,"Weathertop","LL","blue oak",2022-03-08,"MD",10,1.57671641791045,"4",1.35492957746479
"6121",2382,"Weathertop","LL","blue oak",NA,"PD",10,NA,"4",NA
"6122",2382,"Weathertop","LL","blue oak",2022-03-15,"MD",11,0.979154929577465,"1",0.974736842105263
"6123",2382,"Weathertop","LL","blue oak",2022-03-15,"PD",11,1.17839721254355,"1",1.11951219512195
"6124",2382,"Weathertop","LL","blue oak",2022-03-15,"MD",11,0.979154929577465,"2",0.913861386138614
"6125",2382,"Weathertop","LL","blue oak",2022-03-15,"PD",11,1.17839721254355,"2",1.153
"6126",2382,"Weathertop","LL","blue oak",2022-03-25,"MD",13,NA,"1",NA
"6127",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"1",-0.366283006093433
"6128",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"1",-0.366283006093433
"6129",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"1",-0.366283006093433
"6130",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"1",-0.366283006093433
"6131",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"1",-0.345971563981043
"6132",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"1",-0.345971563981043
"6133",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"1",-0.345971563981043
"6134",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"1",-0.345971563981043
"6135",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"1",1.20108327691266
"6136",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"1",1.20108327691266
"6137",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"1",1.20108327691266
"6138",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"1",1.20108327691266
"6139",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"1",-0.341909275558565
"6140",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"1",-0.341909275558565
"6141",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"1",-0.341909275558565
"6142",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"1",-0.341909275558565
"6143",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"1",NA
"6144",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"1",NA
"6145",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"1",NA
"6146",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"1",NA
"6147",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"1",-0.366283006093433
"6148",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"1",-0.366283006093433
"6149",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"1",-0.366283006093433
"6150",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"1",-0.366283006093433
"6151",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"1",-0.345971563981043
"6152",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"1",-0.345971563981043
"6153",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"1",-0.345971563981043
"6154",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"1",-0.345971563981043
"6155",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"1",1.20108327691266
"6156",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"1",1.20108327691266
"6157",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"1",1.20108327691266
"6158",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"1",1.20108327691266
"6159",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"1",-0.341909275558565
"6160",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"1",-0.341909275558565
"6161",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"1",-0.341909275558565
"6162",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"1",-0.341909275558565
"6163",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"1",NA
"6164",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"1",NA
"6165",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"1",NA
"6166",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"1",NA
"6167",2382,"Weathertop","LL","blue oak",2022-03-25,"MD",13,NA,"2",NA
"6168",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"2",NA
"6169",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"2",NA
"6170",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"2",NA
"6171",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"2",NA
"6172",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"2",1.20108327691266
"6173",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"2",1.20108327691266
"6174",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"2",1.20108327691266
"6175",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"2",1.20108327691266
"6176",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"2",-0.345971563981043
"6177",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"2",-0.345971563981043
"6178",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"2",-0.345971563981043
"6179",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"2",-0.345971563981043
"6180",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"2",-0.366283006093433
"6181",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"2",-0.366283006093433
"6182",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"2",-0.366283006093433
"6183",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"2",-0.366283006093433
"6184",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"2",-0.341909275558565
"6185",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"2",-0.341909275558565
"6186",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"2",-0.341909275558565
"6187",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"2",-0.341909275558565
"6188",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"2",NA
"6189",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"2",NA
"6190",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"2",NA
"6191",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"2",NA
"6192",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"2",1.20108327691266
"6193",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"2",1.20108327691266
"6194",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"2",1.20108327691266
"6195",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"2",1.20108327691266
"6196",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"2",-0.345971563981043
"6197",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"2",-0.345971563981043
"6198",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"2",-0.345971563981043
"6199",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"2",-0.345971563981043
"6200",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"2",-0.366283006093433
"6201",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"2",-0.366283006093433
"6202",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"2",-0.366283006093433
"6203",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"2",-0.366283006093433
"6204",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"2",-0.341909275558565
"6205",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"2",-0.341909275558565
"6206",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"2",-0.341909275558565
"6207",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"2",-0.341909275558565
"6208",2382,"Weathertop","LL","blue oak",2022-03-25,"MD",13,NA,"3",NA
"6209",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"3",-0.366283006093433
"6210",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"3",-0.366283006093433
"6211",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"3",-0.366283006093433
"6212",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"3",-0.366283006093433
"6213",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"3",-0.341909275558565
"6214",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"3",-0.341909275558565
"6215",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"3",-0.341909275558565
"6216",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"3",-0.341909275558565
"6217",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"3",NA
"6218",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"3",NA
"6219",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"3",NA
"6220",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"3",NA
"6221",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"3",1.20108327691266
"6222",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"3",1.20108327691266
"6223",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"3",1.20108327691266
"6224",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"3",1.20108327691266
"6225",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"3",-0.345971563981043
"6226",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"3",-0.345971563981043
"6227",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.20108327691266,"3",-0.345971563981043
"6228",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.20108327691266,"3",-0.345971563981043
"6229",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"3",-0.366283006093433
"6230",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"3",-0.366283006093433
"6231",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"3",-0.366283006093433
"6232",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"3",-0.366283006093433
"6233",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"3",-0.341909275558565
"6234",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"3",-0.341909275558565
"6235",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"3",-0.341909275558565
"6236",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"3",-0.341909275558565
"6237",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"3",NA
"6238",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"3",NA
"6239",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"3",NA
"6240",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"3",NA
"6241",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"3",1.20108327691266
"6242",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"3",1.20108327691266
"6243",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"3",1.20108327691266
"6244",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"3",1.20108327691266
"6245",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"3",-0.345971563981043
"6246",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"3",-0.345971563981043
"6247",2382,"Weathertop","LL","blue oak",2022-03-25,"PD",13,0.938289205702648,"3",-0.345971563981043
"6248",2382,"Weathertop","LL","blue oak",2022-03-30,"PD",13,0.938289205702648,"3",-0.345971563981043
"6249",2382,"Weathertop","LL","blue oak",2022-03-25,"MD",13,NA,"4",NA
"6250",2382,"Weathertop","LL","blue oak",NA,"PD",13,NA,"4",NA
"6251",2382,"Weathertop","LL","blue oak",2022-03-25,"MD",13,NA,"5",NA
"6252",2382,"Weathertop","LL","blue oak",NA,"PD",13,NA,"5",NA
"6253",2382,"Weathertop","LL","blue oak",2022-03-25,"MD",13,NA,"6",NA
"6254",2382,"Weathertop","LL","blue oak",NA,"PD",13,NA,"6",NA
